"study_id","deduplication_status","citation_screening_status","fulltext_screening_status","data_extraction_screening_status","data_source_type","data_source_name","data_source_url","citation_title","citation_abstract","citation_authors","citation_journal_name","citation_journal_volume","citation_pub_year","citation_keywords","fulltext_filename","fulltext_exclude_reasons","Hg. janthinomys","Hg. Leucocelaenous","S. chloropterus","location format ","other Hg. or S.","height data "
460725,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Note on mosquitoes (Diptera: Culicidae) from an urban forest fragment of Joacaba, Santa Catarina, Brazil","A list of mosquito species (Diptera: Culicidae) collected in an urban forested area at the municipality of Joacaba, Santa Catarina state, Brazil is presented. Mosquitoes were collected in August, September, October and December 2013, in the day and at night, moreover, immature of mosquitoes were also collected in an artificial lake in the area. Eighteen different species were collected along the study. It is noteworthy that mosquitoes of medical importance were collected, such as Anopheles darlingi Root, primary vector of malaria in Brazil and Haemagogus leucocelaenus (Dyar & Shannon) vector of yellow fever.","Favretto, Mario Arthur; Orlandin, Elton; Piovesan, Monica; dos Santos, Emili Bortolon","Entomotropica","31",201,"","","","","","","","",""
460726,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Molecular Detection of Flavivirus in Endemic Areas in Peru","","Figueroa, Dana; Mamani, Enrique; Mayta, Egma","American Journal of Tropical Medicine and Hygiene","79",200,"","","","","","","","",""
460727,"not_duplicate","excluded","not_screened","not_started","database","Web of Science","","The Correct Type Localities of Three Species of Sabethini","The correct type localities were noted for the following mosquito species: 1) Sabethes fabricii, municipality of Angra dos Reis, state of Rio de Janeiro, Brazil; 2) Sa. soperi, 1942, municipality of Nova Iguacu, state of Rio de Janeiro, Brazil; and 3) Wyeomyia finlayi, 1942, Xerem, in the municipality of Duque de Caxias, state of Rio de Janeiro, Brazil.","Alencar, Jeronimo; Gil-Santana, Helcio R.","Journal of the American Mosquito Control Association","31",201,"","","","","","","","",""
460728,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Yellow Fever and Arbovirus Surveillance in Sylvatic Areas from Misiones Province, Argentina","","Agostini, Ilaria; Enria, Delia A.; Goenaga, Silvina; Lestani, Eduardo A.; Levis, Silvana C.; Rossi, Gustavo C.","American Journal of Tropical Medicine and Hygiene","97",201,"","","","","","","","",""
460729,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Mosquito (Diptera: Culicidae) Diversity of a Forest-Fragment Mosaic in the Amazon Rain Forest","To study the impact of Amazonian forest fragmentation on the mosquito fauna, an inventory of Culicidae was conducted in the upland forest research areas of the Biological Dynamics of Forest Fragments Project located 60 km north of Manaus, Amazonas, Brazil. The culicid community was sampled monthly between February 2002 and May 2003. CDC light traps, flight interception traps, manual aspiration, and net sweeping were used to capture adult specimens along the edges and within forest fragments of different sizes (1, 10, and 100 ha), in second-growth areas surrounding the fragments and around camps. We collected 5,204 specimens, distributed in 18 genera and 160 species level taxa. A list of mosquito taxa is presented with 145 species found in the survey, including seven new records for Brazil, 16 new records for the state of Amazonas, along with the 15 morphotypes that probably represent undescribed species. No exotic species [Aedes aegypti (L.) and Aedes albopictus (Skuse)] were found within the sampled areas. Several species collected are potential vectors of Plasmodium causing human malaria and of various arboviruses. The epidemiological and ecological implications of mosquito species found are discussed, and the results are compared with other mosquito inventories from the Amazon region.","Gomes Hutchings, Rosa Sa; Hutchings, Roger William; Mureb Sallum, Maria Anice","Journal of medical entomology","48",201,"","","","","","","","",""
460730,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Mosquitoes in Serra Dos Orgaos National Park Rio De Janeiro State Brazil Iv. Feeding Preference","We report here, as part of our study on the ecology of the Culicinae in Serra dos Orgaos National Park, State of Rio de Janeiro, the host preferences for hematophagy. We have conducted, from March 1983 to February 1985, captures on four baits.sbd.man, opossum, bird and lizard-, at soil level and at the tree canopy using different time schedules and during 24 consecutive hours. Human bait attracted the greatest number of mosquitoes, followed by birs and opossums. No mosquitoes fed on lizards. Some species show clear preference for feeding on human blood: Aedes scapularis, Ae. terrens, Anopheles cruzii, Haemagogus capricornii (important vector of Sylvan Yellow Fever in the North and Central Western Regions of Brazil), Trichoprosopon digitatum, Sabethes tarsopus and Sa. identicus, Culex nigripalpus preferred to feed on avian blood.","Arle, M.; Guimaraes, A. E.; Machado, R. N. M.","Memorias do Instituto Oswaldo Cruz","82",198,"","","","","","","","",""
460731,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Mosquitoes in the National Park of Serra-Dos-Orgaos State of Rio-De-Janeiro Brazil Ii. Vertical Distribution","In this paper we deal with the vertical distribution of the mosquitoes which we have been studying at the National Park of Serra dos Orgaos, state of Rio de Janeiro, Brazil. We have established, for a whole year, by means of concomitant weekly captures on human baits the preferences of the various species for feeding. A comparative analysis of the monthly vertical distribution is made, taking into account variations of temperature, humidity, rainfall and seasons of the year. Among the specimens with significant tendency for acrodendrophily we have found the following disease carriers: Anopheles cruzii.sbd.Humana and Simian Malarias; Culex nigripalpus.sbd.St. Louis Encephalitis (SLE); Haemagogus leucocelaenus and Ha capricornii.sbd.Sylvan Yellow Fever, all for them also being present, though in smaller numbers, at the soil level. The sabethini: Wyeomyia knabi, Phoniomyia theobaldi, Sabethes tarsopus, Sa quasicyaneus and S. chloropterus complete the roll of the mains canopy feeders. On the other hand, Aedes fluviatilis, Trichoprosopon digitatum, Tr. fluviatilis, Tr. similis, Tr. frontosus, Tr. theobaldi, Wy. arthrostigma, Wy. Aporonoma, Wy. mystes, Limatus durhami, L. pseudomesthisticus, Sa. identicus and Sa. undosus were captured normally, on baits close to the ground.","Arle, M.; Guimaraes, A. E.; Machado, R. N. M.","Memorias do Instituto Oswaldo Cruz","80",198,"","","","","","","","",""
460732,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Mosquitoes in the Serra-Dos-Orgaos National Park State of Rio-De-Janeiro Brazil Activity Schedule","As part of our study on the ecology of Culicinae in the Serra dos Orgaos National park, state of Rio de Janeiro, we report here the preferential feeding hours of females for hematophagy. We have conducted, from March 1981 to February 1982, weekly captures on the human baits at soil level and at tree canopy using different time schedules and during 24 consecutive hours. Abiotic variables, such as illumination, temperature and humidity were taken in consideration. Some species show clear diurnal preference for feeding on blood during the brightest hours of the day. Among these are Haemagogus leucocelaenus and Ha. capricornii, which are important vectors of Sylvan Yellow Fever in the North and Central-West Regions of Brazil, as well as the majority of the Sabethinae. Other species were captured in large quantities during sunset and first hours of the evening: Anopheles cruzii, the main carrier of Human and Simian Malarias in South Brazil, Culex nigripalpus and Trichoprosopon digitatum. Many species can be present at different times without preference for any specific period, but we did not find any truly ecletic species.","Guimaraes, A. E.; Victorio, V. M. N.","Memorias do Instituto Oswaldo Cruz","81",198,"","","","","","","","",""
460733,"not_duplicate","excluded","not_screened","not_started","database","Web of Science","","An Outbreak of Mayaro Virus-Disease in Belterra, Brazil .3. Entomological and Ecological-Studies","","Hoch, A. L.; Leduc, J. W.; Peterson, N. E.; Pinheiro, F. P.","American Journal of Tropical Medicine and Hygiene","30",198,"","","","","","","","",""
460734,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Mosquitoes (Diptera: Culicidae) From the Northwestern Brazilian Amazon: Padauari River","The mosquito fauna (Culicidae) from remote northern areas of the State of Amazonas were sampled using Centers for Disease Control and Prevention, Shannon, Malaise, and Suspended traps, together with net sweeping and immature collections. One hundred and seven collections were performed in five localities along the Padauari River, State of Amazonas, Brazil, during June 2010. The 20,557 mosquitoes collected are distributed in 17 genera, representing 117 different species, of which four are new distributional records for the State of Amazonas. Furthermore, there are 10 morphospecies that may represent undescribed new taxa, eight of which are also new records for the State of Amazonas. The genus Culex had the highest number of species and the largest number of individuals. Aedes and Psorophora both represented 10% of the total sample and had the second highest number of species and individuals. The most abundant species was Culex (Melanoconion) gnomatos Sallum, Hutchings & Ferreira, followed by Aedes (Ochlerotatus) fulvus (Wiedemann), Culex (Melanoconion) vaxus Dyar, Culex (Melanoconion) portesi Senevet & Abonnenc, Psorophora (Janthinosoma) amazonica Cerqueira, Culex (Culex) mollis Dyar & Knab, Psorophora (Janthinosoma) albigenu (Peryassu), and Culex (Melanoconion) theobaldi Lutz. The epidemiological and ecological implications of mosquito species found are discussed and are compared with other mosquito inventories from the Amazon region. The results represent the most diverse standardized inventory of mosquitoes along the Padauari River, with the identification of 127 species-level taxa distributed in five localities, within two municipalities (Barcelos and Santa Isabel do Rio Negro).","Hutchings, R. S. G.; Hutchings, R. W.; Menezes, I. S.; Motta, M. de A.; Sallum, M. A. M.","Journal of medical entomology","53",201,"","","","","","","","",""
460735,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Mosquitoes of the Jau National Park and their potential importance in Brazilian Amazonia","An entomological inventory was conducted between 1993 and 1996 to obtain information on the diversity of mosquitoes (Diptera: Culicidae) in the Jau National Park, State of Amazonas, Brazil. A total of 10 159 adult (91%) and immature mosquito specimens, representing 130 taxa (species + morphospecies) in 16 genera, was collected. A species list for the family Culicidae is presented, including 30 new records for the State of Amazonas. The collecting localities were restricted to the alluvial subregion of the Open Tropical Forest found in the park. Most of the specimens (71%) were collected in forest habitats and the rest in areas of second growth and peridomicile. The majority of immature specimens (46%) were collected in bodies of water along the edges of rivers, flooded forests, lakes and streams. Among the various collection methods used, the Centre for Disease Control (CDC) and Shannon traps together were responsible for capturing 60% of the adults. More than 90% of the material collected belongs to the genera Culex (65%), Psorophora (19%), Wyeomyia (4%), and Anopheles (3%), which together represent 70% of the identified taxa. The genus Culex presented the largest number of species (45). The species Culex (Melanoconion) vaxus, Cx. (Mel.) pedroi, Psorophora amazonica, Cx. (Mel.) portesi and Cx. (Mel.) theobaldi together (< 4% of the recorded species) represent more than 63% of the material collected and identified to the species level. The most abundant species was Cx. (Mel.) vaxus, representing 17% of the material identified to species. The possible epidemiological and ecological implications of the species hereby recorded in the Jau National Park are presented and discussed.","Ferreira, R. L. M.; Hutchings, R. S. G.; Hutchings, R. W.; Sallum, M. A. M.","Medical and veterinary entomology","19",200,"","","","","","","","",""
460736,"not_duplicate","included","excluded","not_started","database","Web of Science","","[Culicidae (Diptera: Culicomorpha) from the Western Brazilian Amazon: Querari.]","Adult and immature specimens of Culicidae (Diptera: Culicomorpha) were collected in Querari, Municipality of Sao Gabriel da Cachoeira, State of Amazonas, Brazil. Adults were captured using traps (CDC and Malaise) and nets (sweeping). Larvae and pupae were collected from puddles of water (on the ground and on rocks) and from leaf axils of arboreal and terrestrial Bromeliales. A species list of the family Culicidae is presented which includes 42 new distributional records for the region. The species found belong to the genera Ochlerotatus, Anopheles, Coquillettidia, Culex, Haemagogus, Johnbelkinia, Limatus, Psorophora, Sabethes, Trichoprosopon, Uranotaenia and Wyeomyia.","Ferreira, Ruth Leila Menezes; Hutchings, Rosa Sa Gomes; Sallum, Maria Anice Mureb","Acta Amazonica","32",200,"","Culicidae_Diptera_Culicomorpha_from_the_western_Brazilian_Amazon-_Juami-Japura_Ecological_StationHutchings.pdf","Wrong species ","","","","","",""
460737,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Species composition and fauna distribution of mosquitoes (Diptera: Culicidae) and its importance for vector-borne diseases in a rural area of Central Western - Mato Grosso, Brazil.","This study describes ecological data obtained in a rural area in the State of Mato Grosso, including the insects belonging to the family Culicidae, especially those framed as potential vectors of tropical diseases. In 2015, we collected adult mosquitoes in fragments of forest in a rural area located in Mato Grosso Central West of Brazil. We captured 18,256 mosquitoes of the sub-families Culicinae and Anophelinae and have identified 34 species belonging to 12 genera: Aedes (1 species), Anopheles (8 species), Coquillettidia (1 species), Haemagogus (1 species), Culex (5 species), Psorophora (5 species), Ochlerotatus (4 species), Deinocerites (1 species), Mansonia (4 species), Sabethes (2 species), Limatus (1 species), Wyeomyia (1 species). The family Culicidae presented high richness and abundance, established by diversity indexes (Margalef a = 3.26; Shannon H ' = 2.09; Simpson D = 0.19) with dominance of the species Anopheles (Nyssorhyncus) darlingi Root (89.8%). This species has considerable epidemiological value, considered the main vector of malaria in Mato Grosso. Many species of mosquitoes are vectors of pathogens that cause disease in humans and domestic animals, transmitting pathogens including viruses (arboviruses), filaria worms (helminths) and Protozoa.","Arruda Santana, Marinalva Brasilina; Goncalves, Aldimara Vaillant; Leal-Santos, Fabio Alexandre; Leite-, Diniz Pereira,Jr; Marcondes Jacobina, Adaiane Catarina; Serafine Garcez, Angela Regina; Serra, Otacilia Pereira; Slhessarenko, Renata Dezengrine; Thies, Sirlei Franck; de Oliveira Dantas, Elisangela Santana; de Oliveira, Maria Madalena","EntomoBrasilis","10",201,"","","","","","","","",""
460738,"not_duplicate","excluded","not_screened","not_started","database","Web of Science","","Characterization of mitochondrial genome of Haemagogus janthinomys (Diptera: Culicidae)","Haemagogus janthinomys is a mosquito of high importance in public health due its involvement on natural wild cycles of two important arboviruses in the Brazilian Amazon region: Yellow Fever virus (Flaviviridae, Flavivirus) and Mayaro virus (Togaviridae, Alphavirus). Here, we have sequenced and described all the mitochondrial genes for the Hg. janthinomys species. The complete coding sequence is14937 by long and includes 37 functional genes, of which 13 codes for proteins, 22 for tRNA and 2 for ribosomal subunits. Region A+T (control region) is not presented here. The data should be helpful on further taxonomic and evolutionary studies of this important arbovirus vector.","Andrade da Silva, Daisy Elaine; Cardoso, Jedson Ferreira; Castro, Francisco Correa; Goncalves Vianez Junior,Joao Lidio da Silva; Lemos, Poliana da Silva; Silva de Lima, Clayton Pereira; Teixeira Nunes, Marcio Roberto; da Silva, Sandro Patroca; de Oliveira Monteiro, Hamilton Antonio; de Oliveira, Layanna Freitas; de Vasconcelos, Janaina Mota","Mitochondrial Dna Part a","28",201,"","","","","","","","",""
460739,"not_duplicate","excluded","not_screened","not_started","database","Web of Science","","Phylogeny and wing morphometrics in Haemagogus Williston (Diptera: Culicidae) of Venezuela","","Liria, Jonathan; Navarro, Juan C.","Cladistics","26",201,"","","","","","","","",""
460740,"not_duplicate","excluded","not_screened","not_started","database","Web of Science","","Phylogenetic relationships in the genus Psorophora Robineau-Desvoidy (Diptera: Culicidae), based on morphological characters","Phylogenetic relationships in the genus Psorophora were examined based on a cladistic analysis of 66 morphological characters (fourth instar larvae, pupae, males and females) of 29 species available from the 45 species reported in the genus, representing the three subgenera. The ingroup species were: five Psorophora (10 spp total, 50%), seven Grabhamia (15 spp total, 47%) and twelve Janthinosoma (20 spp total, 60%). Two Culicini genera (Culex and Toxorhynchites), two Aedini genera (Aedes and Haemagogus), and one Mansoniini (Mansonia) were used as outgroups and sister groups respectively. A parsimony analysis using TNT resulted in 11 trees, each with 164 steps (CI = 0.66 and RI = 0.83). The analysis indicated that Aedini (Haemagogus, Aedes and Psorophora), is monophyletic group that includes Mansonia titillans (Mansoniini), suggesting natural inclusion of the Mansoniini tribe into Aedini. The genus Psorophora is monophyletic, supported by 3 synapomorphies: larvae with presence of trident-like scales in segment VIII; female with tergo and sternum VIII with rod-like structure and male genitalia with few teeth on the sternite process on segment X. The current subgeneric classification was validated by our results. The clades representing the subgenera Psorophora, Grabhamia and Janthinosoma were supported by four, three and two synapomorphies respectively. However, within Grabhamia and Janthinosoma, internal polytomies were observed leaving the internal evolutionary relationships unresolved.","Liria, Jonathan; Navarro, Juan-Carlos","Entomology and Applied Science Letters","1",201,"","","","","","","","",""
460741,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Pictorial key for females of Haemagogus Williston 1896 (Diptera: Culicidae) from Venezuela, with a new record for the country","The neotropical genus Heamagogus Williston includes mosquitoes with diurnal activity and immature breeding on Phytotelmata (tree-holes and cut bamboo internodes). Haemagogus species have been involved in sylvatic yellow fever transmission, a virus circulating in forest areas in Latin America among arboreal primates and marsupials by means of mosquito bite. The genus comprises 28 species, nine of them occurring in Venezuela. One of these, Haemagogus (Comopostegus) clarki, is a new record for this country. We show here an update of the taxonomic status and the geographical distribution of the genus in Venezuela and the first photographical key using simple terms for non-expert personnel.","Liria, Jonathan; Navarro, Juan-Carlos","Boletin De Malariologia Y Salud Ambiental","49",200,"","","","","","","","",""
460742,"not_duplicate","included","not_screened","not_started","database","Web of Science","","[Ecology of mosquitoes (Diptera: Culicidae) in areas of Tingua Biological Reserve, Nova Iguacu municipality, Rio de Janeiro State, Brazil. 1 - Faunistic diversity.]","","Alencar, Jeronimo; Guimaraes, Anthony Erico; Lopes, Catarina M.; de Mello, Rubens P.","Entomologia y Vectores","6",199,"","","","","","","","",""
460743,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Ecology of mosquitoes (Diptera: Culicidae) in natural and artificial breeding sites of rural area in the north of Parana state, Brazil .4. Wild species breeding in artificial reservoirs","This work discuss the presence of mosquitoe lanae of the following species: Aedes terrens, Anopheles albitarsis, An, evansae, An, strodei, Culex tatoi, Cx. taeniopus e Haemagogus leucocelaenus that were found breeding in artificial containers. The species of the genus Anopheles were captured in water boxes close to human residences, while the other species were captured in tires left along a gallery forest.","Lopes, J.","Arquivos de Biologia e Tecnologia","39",199,"","","","","","","","",""
460744,"not_duplicate","included","excluded","not_started","database","Web of Science","","Mosquitoes microhabitats (Diptera, Culicidae) in bamboo internodes in Atlantic forest, Parana, Brazil.","During two consecutive years, from January 1985 to December 1986, a comparative study of mosquitoes preferences for breeding babitat was carried out in the Atlantic Forest of the Serra do Mar, Parana State, Brazil. To achieve it, 1875 bamboo intemodes aligned vertically in live green, bamboo plants Merostochys specioso Munro and Merostachys sp. were used, in which metabolic water was exuded from the plant itself and presenting different size/pattern holes at their lateral walls, bored by the local sylvan fauna. Another group of 1200 individual internode traps was used as comparative element, carved out with a transversal cut by a saw, filled with local stream water and held in branches at different heights in the vegetal strata nearby. At both microhabitat types, a total of 17 culicid species was registered. Culex (Microculex) neglectus Lutz, 1904, Cx. (Carrollia) soperi Antunes & Lane, 1937, Sabethes (Sabethes) batesti Lane & Cerqueira, 1942 and Sa. (Sabethinus) melanonymphe (Dyar, 1924) colonized exclusively live plant internodes, while Culex (Microculex) elongatus Rozeboom & Lane, 1950, Cx. (Carrollia,.) iridescens (Lutz, 1905), Cx. (Carrollia) kompi Valencia, 1973 and Trichoprosopon (Trichoprosopon) soaresi Dyar & Knab, 1907 bred only in internode traps. The remaining nine species colonized both habitats indistinctly. Quantitatively, was detected the abundance of 60.1% at live green internodes, against 39.9% for internode traps. Concerning the different patterns of bored live internode holes, 40.3% of the total computed specimens were collected in square or rectangular holes, 31.9% in two hole intemodes, one minute circular, the other wider, and the remaining 28.8% of specimens distributed in other pattern type internodes. The mosquitoes breeding at these microhabitats fall in the culicid entomofauna specialized at locating and detecting peculiar and propitious mesogen conditions for breeding purposes.","Lozovei, Ana Leuch","Iheringia Serie Zoologia","90",200,"","MICROHABITATS_DE_MOSQUITOS_DIPTERA_CULICIDAE_EM_INTERNODIOS_DE_TAQUARA_NA_MATA_ATLANTICA_PARANA_BRASIL_Ana_Leuch_Lozovei.pdf","Wrong species ","","","","","",""
460745,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Culicidae (Diptera) from the southern coast of Mar Chiquita Lake (Cordoba, Argentina) and their sanitary importance","The list of twenty-two species of Culicidae from the Southern coast of Mar Chiquita Lake is extended to twenty-eight. Aedeomyia squamipennis (Lynch Arribalzaga), Culex acharistus Root, Culex chidesteri Dyar, Haemagogus spegazzinii Brethes, Mansonia titillans (Walker) and Psorophora holmbergi Lynch Arribalzaga are listed for the first time for the region. The available information on sanitary importance of the culicids of the area is summarized.","Almiron, Walter R.; Gorla, David; Luduena Almeida, Francisco; Zapata, Adriana","Revista de la Sociedad Entomologica Argentina","63",200,"","","","","","","","",""
460746,"not_duplicate","excluded","not_screened","not_started","database","Web of Science","","Culicidae (Diptera) from the southern coast of Mar Chiquita Lake (Cordoba, Argentina) and their sanitary importance.","","Almiron, Walter R.; Gorla, David; Luduena Almeida, Francisco; Zapata, Adriana","Revista de la Sociedad Entomologica Argentina","63",200,"","","","","","","","",""
460747,"not_duplicate","excluded","not_screened","not_started","database","Web of Science","","Observations on the geographic distribution of Haemagogus spegazzini (Diptera: Culicidae) in the province of Mendoza (Argentina)","","Macia, Arnaldo","Revista de la Sociedad Entomologica Argentina","54",199,"","","","","","","","",""
460748,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Sentinel surveillance of mosquitoes (Culicidae) using larvitraps in the department of Atlantico (Colombia) 2004-2008","The department of Atlantico presents risk factors for the transmission of vector-borne diseases. The objective of this paper was to report Culicidae species using an entomological system of surveillance based in larvitraps located in urban and periurban areas in the department of Atlantico - Colombia between 2004 and 2008. It was obtained weekly with information of the entomological material collected in fourteen larvitraps located in the international airport (2004-2008) and in four larvitraps placed in the transport terminal (2007-2008) in the municipality of Soledad and in ten larvitraps settled in the army battalion (2005-2008) in the municipality of Malambo. 83.369 mosquitoes larvae (Culicidae) were collected: 37.370 (45%) from the airport, 35.376 (42%), from the transport terminal and 10.623 (13%) from the army battalion. Aedes aegypti was the most abundant species (89,21%), followed by Culex nigripalpus (3,45%), Culex quinquefasciatus (2,46%), Haemagogus equinus (2,25%), Culex coronator (1,19%), Uranotaenia lowii (0,91%), Culex stigmatosoma (0,52%) and Aedes taeniorhynchus, Anopheles albimanus, Toxorhynchites spp with 0.01 % respectively. It is necessary to maintain a permanent entomological surveillance system in urban and periurban areas of the department of Atlantico, in order to take prevention and control measures on time.","Goenaga-Olaya, Sergio; Maestre-Serrano, Ronald","Boletin De Malariologia Y Salud Ambiental","50",201,"","","","","","","","",""
460749,"not_duplicate","excluded","not_screened","not_started","database","Web of Science","","Confirmation of an outbreak of selvatic yellow fever in a native community in the peruvian amazonian jungle","","Cabezas, Cesar; Clendenes, Martin; Duran, Salomon; Fiestas, Victor; Garcia, Maria; Gutierrez, Victoria; Mamani, Enrique; Purisaca, Enrique; Tapia, Rafael; Yabar, Carlos","American Journal of Tropical Medicine and Hygiene","75",200,"","","","","","","","",""
460750,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Tree hole mosquito species composition and relative abundances differ between urban and adjacent forest habitats in northwestern Argentina","Water-holding tree holes are main larval habitats for many pathogen vectors, especially mosquitoes (Diptera: Culicidae). Along 3 years, the diversity and composition of mosquito species in tree holes of two neighbouring but completely different environments, a city and its adjacent forest, were compared using generalized linear mixed models, PERMANOVA, SIMPER and species association indexes. The city area (Northwest Argentina) is highly relevant epidemiologically due to the presence of Aedes aegypti L. (main dengue vector) and occurrence of dengue outbreaks; the Yungas rainforests are highly biologically diverse. In total seven mosquito species were recorded, in descending order of abundance: Ae. aegypti, Haemagogus spegazzinii Brethes, Sabethes purpureus (Theobald), Toxorhynchites guadeloupensis Dyar and Knab, Aedes terrens Walker, Haemagogus leucocelaenus Dyar & Shannon and Sabethes petrocchiae (Shannon and Del Ponte). The seven mosquito species were recorded in both city sites and forested areas; however, their mosquito communities significantly diverged because of marked differences in the frequency and relative abundance of some species: Tx. guadeloupensis and Ae. aegypti were significantly more abundant in forest and urban areas, respectively. Positive significant associations were detected between Ae. aegypti, Hg. spegazzinii and Hg. leucocelaenus. The combined presence of Ae. aegypti, Haemagogus and Sabethes in the area also highlight a potential risk of yellow fever epidemics. Overall results show an impoverished tree hole mosquito fauna in urban environments, reflecting negative effects of urbanization on mosquito diversity.","Aparicio, J. P.; Gleiser, R. M.; Mangudo, C.; Rossi, G. C.","Bulletin of entomological research","108",201,"","","","","","","","",""
460751,"not_duplicate","excluded","not_screened","not_started","database","Web of Science","","Notes on the Occurrence and Habitats of Sabethes Purpureus in Salta Province, Argentina","The finding of Sabethes purpureus larvae and pupae in tree holes both in urban and forest environments in San Ramon de la Nueva Oran, Salta Province, Argentina, is reported, together with information on the larval habitat. Tree holes were sampled monthly from January to March or April of 2011, 2012, and 2013 along sidewalks, in public access areas, and in 3 sites within forested areas outside the city, selected along an urban gradient in Oran. Sabathes purpureus was most frequently found in low numbers and with other mosquito species. A higher proportion of tree holes was positive in the urban compared to the forest environment, although there were no significant differences in abundances or densities per hole. To our best knowledge, this paper reports the species for the first time breeding in an urban environment, and extends its geographical distribution from the Atlantic and Paranaense forests to the Southern Andean Yungas in northwestern Argentina.","Aparicio, Juan P.; Gleiser, Raquel M.; Mangudo, Carolina","Journal of the American Mosquito Control Association","30",201,"","","","","","","","",""
460752,"not_duplicate","included","excluded","not_started","database","Web of Science","","Mosquitoes (Diptera: Culicidae) near a reservoir in the western part of the Brazilian State of Santa Catarina.","Anopheline and other mosquitoes (Diptera: Culicidae) in the southern Brazilian State of Santa Catarina have been studied mostly near the Atlantic sea coast and are not well known in other regions of the state. Collections were made near a reservoir in the western portion of the state. At least 26 species were represented in the collections; 10 are recorded for the first time for the state: Coquillettidia venezuelensis, Cq. juxtamansonia, Mansonia wilsoni, Ochlerotatus fluviatilis, Psorophora ciliata, Ps. discrucians, Ps. lanei, Culex bigoti, Sabethes belisarioi and Sa. identicus, and 12 for the first time in the western portion of the state: Anopheles albitarsis, An. intermedius, An. lutzi, An. parvus, An. strodei, Chagasia fajardi, Cx. quinquefasciatus, Limatus durhamii, Sa. aurescens, Sa. melanonymphe, Trichoprosopon pallidiventer and Wyeomyia limai. The possible medical and veterinary significance of the findings is discussed.","Fernandes, Aristides; Marcondes, Carlos Brisola; Mueller, Gerson Azulim","Biota Neotropica","6",200,"","Mosquitoes_Diptera-_Culicidae_near_a_reservoir_in_the_Western_part_of_the_Brazilian_State_of_Santa_Catarina_Marcondes.pdf","Wrong species ","","","","","",""
460753,"not_duplicate","included","not_screened","not_started","database","Web of Science","","Mosquitoes of the Caatinga: 1. Adults stage survey and the emerge of seven news species endemic of a dry tropical forest in Brazil","The Caatinga is the least known Brazilian biome in terms of the diversity of Culicidae. No systematic study of the diversity or ecology of the mosquitoes of this biome is available, despite the importance of vector diseases in Brazil. The present study addressed the mosquito biodiversity in the Caatinga biome by sampling adult populations. Specimens were sampled monthly from March 2013 to September 2014 in a Caatinga conservation unit located in the Brazilian semiarid zone. Mosquito collections were carried out in Shannon traps from late afternoon to early evening, and manual aspiration was used to capture diurnal species as well. A total of 4,692 mosquitoes were collected. The most dominant and constant species were all undescribed species belonging to the genera Wyeomyia and Runchomyia, which together represented 80% of the specimens. The most abundant species of epidemiological importance was Haemagogus (Con.) leucocelaenus. The abundance of mosquitoes was positively associated with the relative humidity and temperature recorded during the month preceding the collection date. In the Caatinga, the diversity of adult mosquitoes was associated with the availability (quantity and diversity) of natural larval habitats found in the different phytophysiognomies of the biome, which vary according to temperature and humidity. The number of species unknown to science reflects the levels of endemism that exist in the study area, and reinforces the need to further taxonomic investigation in the biome. (C) 2016 Elsevier B.V. All rights reserved.","La Corte, Roseli; Marteis, Leticia Silva; Medeiros-Sousa, Antonio Ralph; Mureb Sallum, Maria Anice; Natal, Delsio; Porangaba Oliveira, Tatiane Marques","Acta Tropica","166",201,"","","","","","","","",""
